[f=0000000] [unitdefs.lua] Error: removed eufblab unitDef, missing model file  (ARMBLAB)
[f=0000000] [unitdefs.lua] Error: removed folsom_dam_fogna unitDef, missing model file  (folsom_dam_fogna.s3o)
[f=0000000] [unitdefs.lua] Error: removed the "corfdoom" entry from the "corack" build menu
[f=0000000] [unitdefs.lua] Error: removed the "corfscreamer" entry from the "corack" build menu
[f=0000000] [unitdefs.lua] Error: removed the "icudecom" entry from the "armalab" build menu
[f=0000000] [unitdefs.lua] Error: removed the "eufblab" entry from the "eufcd" build menu
[f=0000000] [unitdefs.lua] Error: removed the "corfdoom" entry from the "coracv" build menu
[f=0000000] [unitdefs.lua] Error: removed the "corfscreamer" entry from the "coracv" build menu
[f=0000000] [unitdefs.lua] Error: removed the "pala001_d" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "pala002_d" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "pala003_d" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "pala004_d" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "pala005_d" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "armspazioporto" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "folsom_dam_fogna" entry from the "wmrtsbuilder" build menu
[f=0000000] [weapondefs.lua] Error: removed fleagoth_missile weaponDef, missing model
[f=0000000] Warning: Could not load sound from def: accel
[f=0000000] Warning: Could not load sound from def: lasbladehit
[f=0000000] Warning: Could not load sound from def: lasbladehit
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "screamer_core_advsam"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "seadragonflak"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "seadragonflak"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "seadragonflak"
[f=0000000] Warning: WeaponDefs: Unknown tag "unitsonly" in "seadragonflak"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "seadragprime"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "shiva_gun"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "shiva_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "noautorange" in "shiva_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "shiva_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "shiva_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "shiva_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "twophase" in "shiva_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "shocker"
[f=0000000] Warning: WeaponDefs: Unknown tag "unitsonly" in "shrubburn"
[f=0000000] Warning: WeaponDefs: Unknown tag "randomdecay" in "skycruiser_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "skycruiser_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "skycruiseranni"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "skycruiseranni"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "skycruiseranni"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "skycruiseranni"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "skycruiseranni"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "skycruiseranni"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "skycruiseranni"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "skycruiseranni"
[f=0000000] Warning: WeaponDef (skycruiseranni) cylinderTargetting is deprecated and will be removed in the next release (use cylinderTargeting).
[f=0000000] Warning: WeaponDefs: Unknown tag "edgeefectiveness" in "slipknot_kills"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "slipknot_kills"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "slipknot_kills"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "slipknot_kills"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "slipknot_kills"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "slipknot_kills"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "slipknot_kills"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "slipknot_kills"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "slipknot_kills"
[f=0000000] Warning: Could not load sound from def: lasrhvy1
[f=0000000] Warning: Could not load sound from def: lasrmas1
[f=0000000] Warning: Could not load sound from def: lasrmas1
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "spider"
[f=0000000] Warning: Could not load sound from def: sizzle
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "super_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "super_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "super_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "soundwater" in "super_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "super_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "--falloffrate" in "supss_rapidlaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "supss_rapidlaser"
[f=0000000] Warning: Could not load sound from def: WASP1
[f=0000000] Warning: Could not load sound from def: WASP2
[f=0000000] Warning: Could not load sound from def: WASP2
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "tarabolt"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "tarabolt"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "tarabolt"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "tarabolt"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "tarabolt"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "tarabolt"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "tarabolt"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "tarabolt"
[f=0000000] Warning: Could not load sound from def: PhoFir00
[f=0000000] Warning: Could not load sound from def: lashit2
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "tawf113_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "tawf_banisher"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "tawf_banisher"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "tawf_banisher"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "tawf_banisher"
[f=0000000] Warning: WeaponDefs: Unknown tag "unitsonly" in "treeburn"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "trem1"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "v-rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "v-rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "v-rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "v-rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "v-rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "v-rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "v-rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "v-rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "v-rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "v-rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "vipersabot"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "vipersabot"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "vipersabot"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "vipersabot"
[f=0000000] Warning: WeaponDefs: Unknown tag "endsmoke" in "vtol_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "pitchtolerance" in "vtol_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "vtol_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "pitchtolerance" in "vtol_emg2"
[f=0000000] Warning: WeaponDefs: Unknown tag "pitchtolerance" in "vtol_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "vtol_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "vtol_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "vtol_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "pitchtolerance" in "vtol_rocket2"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "vtol_rocket2"
[f=0000000] Warning: WeaponDefs: Unknown tag "pitchtolerance" in "vtol_sabot"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "vtol_sabot"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "vtol_sabot"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "vtol_sabot"
[f=0000000] Loading Unit Definitions
[f=0000000] Warning: advmoho: Given yardmap requires 11 extra char(s)!
[f=0000000] Warning: andametex: Given yardmap requires 11 extra char(s)!
[f=0000000] Warning: anddfens: Given yardmap requires 3 extra char(s)!
[f=0000000] Warning: andill: Given yardmap requires 6 extra char(s)!
[f=0000000] Warning: andpopaa: Given yardmap requires 5 extra char(s)!
[f=0000000] Warning: too many unit categories (32), skipping notdefense
[f=0000000] Warning: too many unit categories (33), skipping notsubnotship
[f=0000000] Warning: too many unit categories (34), skipping smallvtol
[f=0000000] Warning: too many unit categories (35), skipping tinyvtol
[f=0000000] Warning: too many unit categories (36), skipping jam
[f=0000000] Warning: too many unit categories (37), skipping ctrl_w
[f=0000000] Warning: too many unit categories (38), skipping nothovernotvtol
[f=0000000] Warning: too many unit categories (39), skipping constr
[f=0000000] Warning: too many unit categories (40), skipping phib
[f=0000000] Warning: too many unit categories (41), skipping oggettistatici
[f=0000000] Warning: too many unit categories (42), skipping core
[f=0000000] Warning: too many unit categories (43), skipping ctrl_f
[f=0000000] Warning: coraap: Given yardmap requires 16 extra char(s)!
[f=0000000] Warning: too many unit categories (44), skipping notstructure
[f=0000000] Warning: too many unit categories (45), skipping notvtol
[f=0000000] Warning: cumulo_1: Given yardmap requires 3 extra char(s)!
[f=0000000] Warning: cumulo_2: Given yardmap requires 3 extra char(s)!
[f=0000000] Warning: cumulo_3: Given yardmap requires 3 extra char(s)!
[f=0000000] Warning: cumulo_4: Given yardmap requires 3 extra char(s)!
[f=0000000] Warning: cumulo_5: Given yardmap requires 3 extra char(s)!
[f=0000000] Warning: cumulo_6: Given yardmap requires 3 extra char(s)!
[f=0000000] Warning: too many unit categories (46), skipping land
[f=0000000] Warning: too many unit categories (47), skipping landair
[f=0000000] Warning: eufadvmetex: Given yardmap requires 11 extra char(s)!
[f=0000000] Warning: too many unit categories (48), skipping void
[f=0000000] Warning: eufloony: Given yardmap requires 5 extra char(s)!
[f=0000000] Warning: Could not load sound from def: mcrook1
[f=0000000] Warning: Could not load sound from def: mcrosel1
[f=0000000] Warning: Could not load sound from def: mcroact
[f=0000000] Warning: Could not load sound from def: mcrodeact
[f=0000000] Warning: Could not load sound from def: alienno
[f=0000000] Warning: Could not load sound from def: mcroattack
[f=0000000] Warning: eufspazioporto: Given yardmap requires 64 extra char(s)!
[f=0000000] Warning: eufspazioportoanim: Given yardmap requires 64 extra char(s)!
[f=0000000] Warning: eufspazioportodin: Given yardmap requires 64 extra char(s)!
[f=0000000] Warning: icuadvsol: Given yardmap requires 9 extra char(s)!
[f=0000000] Warning: too many unit categories (49), skipping notmobile
[f=0000000] Warning: too many unit categories (50), skipping edible
[f=0000000] Warning: too many unit categories (51), skipping factory
[f=0000000] Warning: too many unit categories (52), skipping target
[f=0000000] Warning: too many unit categories (53), skipping race
[f=0000000] Warning: nfafff: Given yardmap requires 12 extra char(s)!
[f=0000000] Warning: omegaa: Given yardmap requires 27 extra char(s)!
[f=0000000] Warning: omegat: Given yardmap requires 27 extra char(s)!
[f=0000000] Loading Feature Definitions
[f=0000000] Error: [GetFeatureDef] could not find FeatureDef "armill_heap"
[f=0000000] Error: [GetFeatureDef] could not find FeatureDef "andlatnk_heap"
[f=0000000] Error: [GetFeatureDef] could not find FeatureDef "andlatnk_heap"
[f=0000000] Error: [GetFeatureDef] could not find FeatureDef "andlatnk_heap"
[f=0000000] Error: [GetFeatureDef] could not find FeatureDef "arm_defender_heap"
[f=0000000] Error: [GetFeatureDef] could not find FeatureDef "armthud_heap"
[f=0000000] Error: [GetFeatureDef] could not find FeatureDef "corloony_heap"
[f=0000000] Error: [GetFeatureDef] could not find FeatureDef "corpath_heap"
[f=0000000] Error: [GetFeatureDef] could not find FeatureDef "corpath_heap"
[f=0000000] Error: [GetFeatureDef] could not find FeatureDef "corsnpr_heap"
[f=0000000] Error: [GetFeatureDef] could not find FeatureDef "armcom_heap"
[f=0000000] Error: [GetFeatureDef] could not find FeatureDef "armcom_heap"
[f=0000000] Error: [GetFeatureDef] could not find FeatureDef "armcom_heap"
[f=0000000] Error: [GetFeatureDef] could not find FeatureDef "furie_heap"


[f=0000000] Warning: [CCEG::Load] SMALL_RED_BURN: Unknown tag heatcloud::directional
[f=0000000] Warning: [CCEG::Load] SMALL_RED_BURN: Unknown tag heatcloud::emitrot
[f=0000000] Warning: [CCEG::Load] SMALL_RED_BURN: Unknown tag heatcloud::emitrotspread
[f=0000000] Warning: [CCEG::Load] SMALL_ARANCIO_BURN: Unknown tag heatcloud::directional
[f=0000000] Warning: [CCEG::Load] SMALL_ARANCIO_BURN: Unknown tag heatcloud::emitrot
[f=0000000] Warning: [CCEG::Load] SMALL_ARANCIO_BURN: Unknown tag heatcloud::emitrotspread
[f=0000000] Warning: [CCEG::Load] DGUNTRACE: Unknown tag heatcloud::color
[f=0000000] Warning: [CCEG::Load] DGUNTRACE: Unknown tag smoke::sizegrowth
[f=0000000] Warning: [CCEG::Load] SMALL_AZURE_BURN: Unknown tag heatcloud::directional
[f=0000000] Warning: [CCEG::Load] SMALL_AZURE_BURN: Unknown tag heatcloud::emitrot
[f=0000000] Warning: [CCEG::Load] SMALL_AZURE_BURN: Unknown tag heatcloud::emitrotspread
[f=0000000] Warning: [CCEG::Load] table for CEG "LARGE_GREEN_LASER_BURN" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] SMALL_PINK_BURN: Unknown tag heatcloud::directional
[f=0000000] Warning: [CCEG::Load] SMALL_PINK_BURN: Unknown tag heatcloud::emitrot
[f=0000000] Warning: [CCEG::Load] SMALL_PINK_BURN: Unknown tag heatcloud::emitrotspread
[f=0000000] Warning: [CCEG::Load] table for CEG "LARGE_YELLOW_LASER_BURN" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "SMALL_GREEN_LASER_BURN" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "vulcanfx" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] STARFIRE: Unknown tag smoke::sizegrowth
[f=0000000] Warning: [CCEG::Load] table for CEG "Arm_Trail_rocket_upg" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "nix_mininuke" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] SMALL_BURN_WHITE: Unknown tag heatcloud::directional
[f=0000000] Warning: [CCEG::Load] SMALL_BURN_WHITE: Unknown tag heatcloud::emitrot
[f=0000000] Warning: [CCEG::Load] SMALL_BURN_WHITE: Unknown tag heatcloud::emitrotspread
[f=0000000] Warning: [CCEG::Load] table for CEG "ONESPARK" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] VEHROCKET_EXPLOSION: Unknown tag smoke::sizegrowth
[f=0000000] Warning: [CCEG::Load] SMALL_YELLOW_BURN: Unknown tag heatcloud::directional
[f=0000000] Warning: [CCEG::Load] SMALL_YELLOW_BURN: Unknown tag heatcloud::emitrot
[f=0000000] Warning: [CCEG::Load] SMALL_YELLOW_BURN: Unknown tag heatcloud::emitrotspread
[f=0000000] Warning: [CCEG::Load] MEDMISSILE_EXPLOSION: Unknown tag smoke::sizegrowth
[f=0000000] Warning: [CCEG::Load] table for CEG "SMALL_NUKE_EXPLOSION_FX" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] BURN_WHITE: Unknown tag heatcloud::directional
[f=0000000] Warning: [CCEG::Load] BURN_WHITE: Unknown tag heatcloud::emitrot
[f=0000000] Warning: [CCEG::Load] BURN_WHITE: Unknown tag heatcloud::emitrotspread
[f=0000000] Warning: [CCEG::Load] CORE_BIGBOMB_EXPLOSION: Unknown tag heatcloud::directional
[f=0000000] Warning: [CCEG::Load] CORE_BIGBOMB_EXPLOSION: Unknown tag heatcloud::emitrot
[f=0000000] Warning: [CCEG::Load] CORE_BIGBOMB_EXPLOSION: Unknown tag heatcloud::emitrotspread
[f=0000000] Warning: [CCEG::Load] table for CEG "corape_explosion" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "SMALL_YELLOW_LASER_BURN" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "ZIPPERDICKER_EFFECT" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] VEHHVYROCKET_EXPLOSION: Unknown tag smoke::sizegrowth
[f=0000000] Warning: [CCEG::Load] table for CEG "FIREBALLTRAIL" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] EMGFLASH: Unknown tag smoke::sizegrowth
[f=0000000] Warning: [CCEG::Load] PURPLELASER: Unknown tag smoke::sizegrowth
[f=0000000] Warning: [CCEG::Load] table for CEG "KBOTMISSILETRAIL" invalid (parse errors?) -- esiste in units:minigoth.lua e weapon:flrabowlweapons2 ma non è configurata
[f=0000000] Warning: [CCEG::Load] table for CEG "KBOTMISSILEHIT" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "fireballbloom" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "plasmaballbloom" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "Debree0" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "Debree1" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "Debree2" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "Debree3" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "FLAKFLARE" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "hvytranspLanding" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] PILOT: Unknown tag smoke2::sizegrowth
[f=0000000] Warning: [CCEG::Load] table for CEG "Firelanding" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "DGUNTRAIL" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "FORKFLARE" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "ReactorBIgSequence" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "LongNano" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "SMALL_NUKE_EXPLOSION_INIATE" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "FIREBALLLTRAIL" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "FIREballbLoom" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "PlasmaBALLLTRAIL" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "PlasmaballbLoom" invalid (parse errors?)
[f=0000000] Warning: [CCEG::Load] table for CEG "flear30" invalid (parse errors?)
